Date of Birth;Gender;Marital Status;Number of Dependents;Occupation;Income;Education Level;Customer Tenure;Customer Segment;Preferred Communication Channel;Credit Score;Credit History Length;Outstanding Loans;Churn Flag;Churn Reason;Churn Date;Balance;NumOfProducts;NumComplaints
1950/11/25;Female;Divorced;2;TEFL teacher;55397.22;Master's;30;SME;Email;560;23;34558.84;0;;;194088.92;1;1
1999/01/15;Female;Divorced;1;Engineer, mining;36835.44;Master's;14;Retail;Phone;399;15;3573.58;0;;;233058.51;4;0
1990/11/05;Male;Divorced;4;Optometrist;81303.74;Master's;17;Retail;Phone;427;28;38811.76;0;;;168672.03;3;2
1961/03/22;Male;Married;1;Analytical chemist;77218.95;Bachelor's;20;Retail;Email;479;12;25716.6;1;Relocation;2024/03/23;28077.65;3;9
1960/09/01;Female;Single;4;Proofreader;95169.18;Bachelor's;5;Retail;Phone;354;18;44201.46;0;;;153142.3;4;5
1962/08/24;Female;Single;1;Information officer;70661.17;Bachelor's;8;SME;Email;629;14;18031.38;0;;;13161.32;5;3
2001/08/30;Male;Divorced;0;Horticultural therapist;83357.99;Diploma;19;SME;Phone;456;15;11442.12;0;;;179809.31;3;8
1963/12/09;Male;Single;3;Engineer, structural;74796.19;Master's;29;SME;Email;644;1;45090.8;0;;;69349.55;3;10
1980/12/03;Female;Divorced;1;Orthoptist;69246.29;Master's;26;Retail;Phone;740;10;49701.68;0;;;212808.81;2;0
1978/06/14;Female;Married;4;Engineer, materials;59504.22;Diploma;24;Retail;Phone;498;25;4718.95;0;;;92392.97;3;1
1963/06/13;Female;Single;4;Structural engineer;95199.38;Diploma;7;SME;Email;766;9;5012.84;0;;;59126.78;1;9
1967/07/11;Female;Married;4;Newspaper journalist;6248.58;Bachelor's;1;Corporate;Email;848;21;1404.44;1;Service Issues;2024/02/17;2150.95;4;10
1973/03/28;Female;Married;3;Building surveyor;10680.1;Master's;11;Corporate;Email;325;12;20138.05;0;;;149018.59;5;6
1976/02/18;Female;Single;0;Teacher, early years/pre;16521.63;High School;17;Retail;Email;489;26;10736.43;0;;;74267.42;4;5
1950/02/12;Male;Single;0;Technical author;12034.19;Diploma;3;Retail;Email;800;7;18643.68;0;;;153850.97;1;8
2000/07/16;Female;Divorced;5;Software engineer;49312.38;Bachelor's;19;Corporate;Phone;780;2;33492.4;0;;;8130.15;5;3
1992/07/05;Female;Single;4;Land/geomatics surveyor;56870.59;High School;27;SME;Email;795;18;11056.73;0;;;150550.77;2;2
1986/05/08;Male;Single;0;Scientist, research (maths);76773.65;High School;5;SME;Phone;541;29;16058.69;0;;;144750.54;1;4
1950/02/26;Female;Divorced;1;Barrister;51801.19;High School;15;SME;Phone;683;29;7590.54;0;;;10663.56;5;5
1982/04/14;Male;Married;2;Gaffer;39116.18;High School;12;Corporate;Phone;327;16;2798.54;0;;;141068.56;3;9
1982/10/31;Male;Single;0;Engineer, aeronautical;26049.7;Master's;4;Retail;Phone;752;3;39196.03;0;;;177461.92;5;4
1993/03/31;Female;Single;1;Building services engineer;9822.66;High School;1;SME;Email;463;19;25199.37;0;;;112980.59;5;0
1987/09/11;Female;Divorced;3;Psychotherapist, dance movement;66923.92;Bachelor's;20;Retail;Email;802;5;8318.77;0;;;171900.95;1;2
1983/08/06;Female;Divorced;1;Recycling officer;49203.85;Master's;1;Retail;Email;472;16;31796.02;0;;;181328.65;5;4
1989/07/08;Female;Married;5;Midwife;71863.68;Master's;6;SME;Email;753;18;19467.77;0;;;17943.25;4;3
2005/12/21;Female;Single;3;Chief Operating Officer;9827.92;Bachelor's;9;Retail;Email;705;13;40124.56;0;;;60761.83;3;10
2002/08/17;Male;Divorced;4;Leisure centre manager;21048.9;Master's;26;Corporate;Email;840;24;46382.67;0;;;94692.12;2;1
1990/10/23;Female;Single;4;Camera operator;59357.68;Bachelor's;18;Corporate;Email;583;7;36893.16;0;;;197823.27;5;0
1999/11/23;Female;Married;2;Teacher, secondary school;54557.83;Master's;26;Corporate;Phone;774;9;23328.13;0;;;114469.14;1;4
1967/10/14;Male;Single;4;Human resources officer;94758.29;Master's;25;Retail;Email;399;29;5702.56;0;;;134865.43;1;7
2005/12/25;Female;Married;5;Geochemist;74342.84;High School;24;Retail;Email;556;28;1298.07;0;;;204233.76;1;0
1949/12/03;Female;Single;3;Building services engineer;74115.21;Master's;18;Retail;Email;442;3;25816.62;1;Better Offers Elsewhere;2024/03/30;6501.48;4;7
1962/03/11;Female;Single;0;Production manager;36635.62;Bachelor's;14;Retail;Email;833;28;13808.75;0;;;234151.9;1;0
1973/06/19;Female;Single;4;Dentist;73593.81;Diploma;16;SME;Phone;450;30;41816.41;0;;;165257.42;5;3
1952/10/28;Male;Divorced;2;Analytical chemist;52235.07;Bachelor's;24;Corporate;Phone;732;7;47964.02;0;;;176051.64;2;1
1955/05/14;Female;Divorced;1;Acupuncturist;68444.77;High School;16;Retail;Email;410;25;1805.0;0;;;219361.86;1;8
1985/07/28;Male;Single;3;Charity officer;36746.35;Bachelor's;27;SME;Phone;697;25;33853.61;0;;;103102.76;4;5
1989/01/24;Male;Married;0;Merchant navy officer;32406.56;High School;21;Corporate;Phone;563;23;3533.88;0;;;169573.24;1;4
1999/03/25;Male;Divorced;5;Professor Emeritus;78436.97;High School;4;SME;Phone;843;1;21053.8;0;;;229114.65;1;8
1980/04/13;Male;Married;2;Civil engineer, contracting;75486.06;Master's;13;Corporate;Phone;515;3;2833.7;1;Service Issues;2024/03/13;58458.82;1;10
1992/09/01;Male;Single;0;Futures trader;41781.76;Bachelor's;24;Corporate;Email;844;1;43808.77;0;;;97542.4;4;9
1985/01/26;Female;Divorced;1;Animator;28589.51;Diploma;14;Retail;Email;767;17;36084.14;1;Account Closure;2024/01/13;49328.78;1;8
1969/08/20;Female;Single;2;Site engineer;48058.47;Diploma;19;Retail;Email;572;19;1835.16;1;Service Issues;2024/02/10;10242.5;3;6
1988/12/13;Male;Divorced;0;Administrator, Civil Service;90531.8;Diploma;24;Corporate;Email;754;10;47747.34;0;;;117935.05;2;4
1993/01/04;Female;Married;2;Research officer, government;8305.09;Diploma;19;SME;Phone;705;2;10653.36;0;;;176234.0;4;7
2003/10/12;Male;Single;2;Meteorologist;83060.05;Master's;1;SME;Phone;796;20;44953.43;0;;;150440.07;1;2
1969/07/05;Female;Divorced;5;Seismic interpreter;64617.58;High School;25;Corporate;Phone;506;5;1180.39;0;;;110515.8;5;0
1988/05/27;Female;Divorced;4;Gaffer;50740.89;Bachelor's;16;Corporate;Email;349;17;45160.19;0;;;187981.55;4;0
2000/12/26;Male;Married;3;Engineer, biomedical;42669.73;High School;1;Corporate;Email;529;10;4265.85;0;;;122081.84;5;5
1981/06/19;Male;Single;2;Production designer, theatre/television/film;98532.44;Diploma;6;Corporate;Email;426;4;38567.9;0;;;241971.09;4;3
1967/11/11;Male;Married;4;Tree surgeon;91935.47;Master's;13;SME;Phone;741;6;26755.32;0;;;219153.06;5;8
1997/02/13;Male;Single;3;Art gallery manager;39024.07;Diploma;27;SME;Phone;672;18;43100.96;0;;;84217.82;1;4
1994/07/24;Male;Divorced;3;Garment/textile technologist;92695.08;Master's;5;Retail;Email;506;23;48495.09;0;;;172684.03;4;10
1978/10/25;Male;Single;0;Exhibitions officer, museum/gallery;46406.05;Diploma;28;Corporate;Email;302;3;10736.22;0;;;193882.17;4;6
1999/06/22;Male;Single;0;Agricultural consultant;7983.55;High School;1;Corporate;Email;330;1;20110.65;0;;;177210.96;4;0
1982/09/24;Female;Married;2;Consulting civil engineer;90374.29;High School;30;SME;Phone;570;17;43479.5;0;;;51596.71;5;10
2005/12/07;Female;Single;1;Financial adviser;55362.16;High School;24;Retail;Phone;667;10;37456.43;0;;;222554.15;2;3
1998/04/05;Male;Divorced;2;Energy manager;28399.77;High School;26;Retail;Email;763;2;45085.04;0;;;183986.26;3;3
1951/08/11;Male;Divorced;1;Actor;33553.28;Bachelor's;22;Corporate;Email;752;30;5619.6;0;;;154874.43;5;3
1995/02/16;Female;Married;5;Teacher, early years/pre;59820.55;Diploma;13;SME;Phone;770;6;40118.71;0;;;174595.95;3;6
1984/11/02;Female;Married;2;Telecommunications researcher;53133.34;Master's;4;Retail;Phone;343;14;32388.98;1;Account Closure;2024/07/01;64248.46;2;6
1984/10/24;Female;Single;4;Secondary school teacher;18024.05;High School;20;Corporate;Phone;493;17;32197.81;0;;;226665.67;3;3
1990/09/28;Male;Single;3;Volunteer coordinator;70791.34;Bachelor's;11;Corporate;Phone;794;17;39170.41;0;;;149025.53;3;1
1959/05/31;Female;Single;3;Historic buildings inspector/conservation officer;6036.37;Bachelor's;14;Corporate;Email;345;24;23885.82;0;;;123336.32;1;1
1952/10/10;Female;Single;1;Jewellery designer;54705.43;Master's;26;Retail;Phone;596;8;36897.73;0;;;117462.64;1;10
1992/04/22;Female;Single;4;Programmer, applications;16091.83;Bachelor's;7;Retail;Phone;844;18;26088.01;0;;;220971.7;1;2
1952/01/01;Female;Divorced;1;Sport and exercise psychologist;38419.78;Bachelor's;28;Corporate;Phone;592;17;22159.5;0;;;95985.71;1;2
1956/05/21;Female;Married;1;Health and safety adviser;92055.97;High School;1;Corporate;Phone;321;15;8655.34;1;Service Issues;2024/05/31;26496.09;1;1
1968/08/16;Male;Married;2;Designer, blown glass/stained glass;80560.53;High School;26;SME;Email;441;27;39519.81;0;;;122189.18;2;7
1998/07/09;Female;Divorced;4;Legal secretary;33869.93;High School;24;Retail;Phone;839;4;39831.8;0;;;210847.54;4;1
1990/05/26;Male;Married;2;Electronics engineer;32827.76;Master's;22;Corporate;Email;402;9;20310.53;1;Better Offers Elsewhere;2024/01/13;40336.18;3;9
1976/07/11;Male;Married;2;Designer, multimedia;57812.17;High School;21;Corporate;Phone;618;12;1331.27;0;;;86432.02;2;2
1971/05/25;Male;Single;4;Nurse, children's;55376.13;Master's;20;SME;Email;300;29;35468.51;0;;;190670.54;4;3
2002/10/11;Male;Married;4;Radiographer, diagnostic;31980.49;Diploma;9;Corporate;Email;333;30;31251.97;0;;;102970.0;5;7
1955/04/06;Female;Divorced;2;Therapist, nutritional;68757.73;Bachelor's;29;Retail;Phone;523;3;24806.65;0;;;88640.31;1;3
1995/03/19;Male;Divorced;5;Chartered certified accountant;15367.61;Bachelor's;23;Corporate;Email;534;25;26770.01;0;;;62371.25;2;0
1980/12/01;Male;Married;4;Sales executive;21916.11;High School;20;Retail;Email;453;13;2243.9;0;;;76686.15;4;0
1972/04/17;Male;Single;5;Higher education careers adviser;44166.64;Diploma;17;SME;Phone;481;7;2492.13;1;Service Issues;2024/04/01;41275.89;3;10
1983/03/24;Male;Divorced;2;Professor Emeritus;71420.14;Master's;15;Corporate;Email;438;16;5934.77;1;Relocation;2024/02/01;21913.92;1;2
1975/02/13;Female;Single;5;Social researcher;15183.94;Diploma;3;SME;Email;819;10;34602.57;0;;;240385.73;3;5
2003/02/18;Female;Divorced;5;Medical laboratory scientific officer;48399.21;High School;28;Corporate;Phone;845;9;4551.62;0;;;120687.91;2;8
1980/01/14;Male;Divorced;3;Travel agency manager;89478.42;High School;4;SME;Phone;708;21;34196.93;0;;;69120.84;2;4
1977/04/06;Female;Single;4;Corporate investment banker;98836.9;Diploma;10;SME;Phone;581;22;10786.01;0;;;244746.83;2;9
1954/11/25;Female;Single;3;Ophthalmologist;11198.62;Bachelor's;26;Retail;Phone;735;30;29919.3;0;;;179899.69;1;1
2001/08/31;Male;Married;1;Insurance broker;67192.47;Bachelor's;20;SME;Email;542;14;16871.73;0;;;181452.83;3;0
1959/01/21;Male;Divorced;2;Publishing rights manager;65014.12;Bachelor's;5;Corporate;Phone;433;6;3333.27;0;;;232696.25;5;4
2002/04/01;Female;Married;4;Lexicographer;81325.18;Master's;9;Corporate;Phone;808;20;25809.74;0;;;38851.69;1;6
1985/12/01;Female;Single;1;Public relations officer;54783.4;Master's;1;Retail;Email;710;19;10061.45;0;;;76195.28;5;8
1981/01/13;Female;Married;5;Software engineer;45836.16;Bachelor's;28;Corporate;Phone;716;30;35279.61;0;;;223755.11;5;0
1986/02/01;Male;Divorced;2;Engineer, broadcasting (operations);5837.65;High School;6;Corporate;Phone;681;17;2486.83;0;;;112871.23;5;10
1980/02/15;Female;Married;5;Interior and spatial designer;92867.24;High School;3;SME;Phone;608;14;19219.14;1;Account Closure;2024/05/21;16143.5;2;7
1951/07/20;Female;Divorced;3;Biomedical scientist;87926.45;Bachelor's;5;Corporate;Email;773;3;23813.8;0;;;175446.7;1;2
1989/12/15;Male;Divorced;0;Psychologist, forensic;46552.67;Bachelor's;4;SME;Phone;393;14;44605.63;0;;;59966.7;4;4
1984/01/25;Female;Single;3;Customer service manager;36693.68;Master's;16;Corporate;Email;770;2;34273.82;0;;;119585.01;1;1
1997/10/06;Male;Married;4;Psychotherapist;98611.52;Bachelor's;3;Corporate;Phone;823;23;3953.07;0;;;235368.06;5;0
1958/10/04;Female;Single;3;Theme park manager;51695.47;Diploma;26;Corporate;Email;757;29;27145.15;0;;;109818.74;5;5
1971/02/21;Female;Married;4;Retail banker;97416.68;High School;17;Retail;Phone;501;15;23833.94;0;;;35491.16;4;0
1983/09/28;Male;Married;0;Conference centre manager;53789.22;High School;19;Retail;Email;759;16;6796.37;0;;;140080.35;5;1
1971/06/20;Male;Divorced;0;Leisure centre manager;9417.83;High School;30;Corporate;Email;807;12;47864.25;0;;;123579.89;3;8
1987/05/01;Male;Single;2;Physicist, medical;42306.55;Master's;4;Retail;Phone;433;5;35637.22;1;Account Closure;2024/05/30;127.83;2;3
1990/10/05;Female;Single;5;Database administrator;88613.09;Master's;22;Retail;Email;509;9;12281.72;0;;;49114.98;5;9
1987/04/30;Male;Married;2;Statistician;40362.43;Master's;23;Corporate;Email;794;12;42384.48;0;;;186806.55;5;6
1996/12/17;Female;Married;4;Engineer, agricultural;12246.04;Bachelor's;2;SME;Phone;704;16;26372.85;0;;;152989.27;1;6
2004/08/05;Female;Married;1;Radio producer;54430.35;High School;21;Corporate;Phone;784;30;14427.32;0;;;159884.54;2;4
1964/07/29;Male;Divorced;2;Engineer, agricultural;32673.38;Diploma;27;Retail;Email;446;1;28270.65;0;;;214047.02;3;9
1976/09/05;Male;Divorced;4;Plant breeder/geneticist;62429.36;Diploma;20;Retail;Phone;364;5;9721.32;0;;;164183.4;1;5
1983/09/08;Male;Divorced;4;Information officer;67789.73;Bachelor's;7;SME;Phone;471;16;16813.13;0;;;186844.83;3;5
1982/06/25;Female;Single;5;Lobbyist;21088.52;Bachelor's;6;Retail;Phone;556;21;1300.25;0;;;24765.33;3;0
1959/11/02;Female;Married;4;Learning disability nurse;52047.81;Bachelor's;30;Corporate;Email;595;30;38056.28;0;;;214558.7;1;7
1965/03/18;Male;Married;3;Ceramics designer;44750.7;Diploma;1;Retail;Email;590;24;41095.14;0;;;213830.8;3;1
2002/12/13;Male;Divorced;0;Hotel manager;34970.94;Master's;12;SME;Email;491;30;49244.96;0;;;149633.08;1;4
2003/03/12;Male;Divorced;2;Interior and spatial designer;23114.99;Diploma;27;SME;Phone;330;12;4552.76;0;;;188642.59;5;4
1986/06/20;Female;Divorced;3;Public relations officer;81347.97;Bachelor's;2;Retail;Email;630;30;27749.77;0;;;238995.74;1;0
2005/08/08;Female;Married;1;Theme park manager;42958.71;Diploma;8;SME;Email;367;10;30531.68;1;Better Offers Elsewhere;2024/01/13;14183.29;2;1
2001/06/20;Female;Married;4;Clinical research associate;95372.0;High School;1;Retail;Email;762;17;11144.76;0;;;127191.68;4;8
2005/01/13;Male;Single;0;Tax inspector;74254.99;Master's;24;Corporate;Phone;682;30;22580.99;0;;;203823.93;5;5
1995/12/10;Female;Single;3;Insurance underwriter;92962.71;Diploma;21;Retail;Email;824;27;28420.05;0;;;14826.13;2;1
1984/12/12;Female;Divorced;4;Sales professional, IT;82112.25;Bachelor's;3;SME;Phone;389;5;13871.14;0;;;178313.23;1;6
1964/08/21;Female;Divorced;1;Advertising account planner;40198.5;Diploma;16;Retail;Email;605;26;40950.38;0;;;107438.67;4;3
1984/04/25;Male;Married;3;Contracting civil engineer;25706.09;Master's;12;Corporate;Email;680;18;8659.86;0;;;227493.55;4;5
1971/08/18;Male;Married;0;Cartographer;52011.65;Diploma;30;SME;Email;831;4;44930.24;0;;;39657.76;4;2
2003/06/16;Female;Single;3;Teacher, music;34226.0;Bachelor's;29;Corporate;Email;403;18;17970.68;1;Service Issues;2024/08/07;65677.22;1;9
1976/11/14;Male;Single;5;Geologist, engineering;83106.52;Diploma;15;Retail;Phone;689;13;3739.4;0;;;172090.1;5;10
1956/12/13;Female;Married;1;Agricultural consultant;68946.16;High School;6;Retail;Phone;572;1;8964.7;0;;;30479.83;3;1
1970/05/08;Male;Divorced;4;Engineer, mining;16520.19;Bachelor's;28;Corporate;Email;445;28;15939.94;0;;;107119.71;1;3
1959/09/24;Male;Married;2;Bonds trader;67834.06;Master's;23;Retail;Phone;374;26;44218.18;1;Better Offers Elsewhere;2024/05/31;3185.64;4;4
1959/10/16;Female;Single;2;Merchant navy officer;96205.97;High School;3;Corporate;Phone;631;26;35798.05;0;;;4348.85;2;0
2000/09/04;Male;Single;4;Social researcher;88182.9;Master's;20;Corporate;Email;814;23;3628.58;0;;;145261.29;2;2
1965/09/18;Female;Single;4;Counselling psychologist;77483.59;Bachelor's;1;SME;Email;538;19;9170.18;0;;;27019.63;5;8
1991/03/25;Male;Divorced;0;Information systems manager;61390.29;Diploma;14;Corporate;Email;627;26;5938.92;0;;;185578.2;2;1
1961/02/03;Male;Married;2;Insurance claims handler;83605.12;Diploma;3;SME;Phone;684;10;26959.93;0;;;118769.39;4;6
1972/10/07;Male;Single;3;Civil Service fast streamer;79431.98;Bachelor's;16;Corporate;Email;462;25;22227.04;0;;;160778.68;3;4
1964/09/16;Male;Divorced;1;Administrator, Civil Service;50540.02;Bachelor's;22;Corporate;Phone;456;24;14389.98;0;;;139652.82;5;9
1991/01/23;Female;Single;4;Designer, jewellery;29710.5;Bachelor's;18;SME;Email;683;16;16263.69;0;;;133776.4;5;2
1997/03/25;Male;Single;3;Research scientist (life sciences);84161.0;Diploma;3;Corporate;Phone;454;21;26387.81;0;;;100582.66;2;8
1965/11/08;Male;Single;0;Psychologist, forensic;43728.01;High School;4;Corporate;Email;683;8;29429.91;0;;;40690.85;4;6
1996/03/30;Male;Married;1;Marketing executive;21795.88;Bachelor's;23;SME;Email;537;22;39089.41;0;;;125855.56;5;9
1999/03/03;Male;Married;4;Solicitor;68133.5;High School;30;Retail;Phone;484;6;22062.99;1;Account Closure;2024/06/05;28362.0;3;8
1958/01/08;Female;Married;1;Engineer, maintenance;28186.17;Bachelor's;5;Corporate;Email;548;4;18390.52;0;;;116399.95;3;8
1966/10/22;Male;Married;4;Ergonomist;87000.72;High School;18;SME;Email;347;10;26728.61;0;;;172894.02;5;9
1958/07/09;Male;Married;2;Charity officer;22952.27;High School;1;Corporate;Email;505;27;10714.65;0;;;58662.41;1;1
1987/05/31;Female;Single;1;Adult guidance worker;67648.63;Bachelor's;22;Retail;Phone;770;28;19475.94;1;Account Closure;2024/05/07;6167.81;2;10
1976/01/25;Female;Divorced;0;Site engineer;98909.65;Diploma;17;Corporate;Phone;314;10;15736.25;0;;;226186.91;5;1
1983/12/20;Male;Divorced;5;Ecologist;47897.2;High School;7;SME;Email;671;2;4479.1;0;;;156125.01;5;5
1998/11/20;Female;Single;5;Social worker;98818.09;Diploma;28;SME;Email;605;21;21312.71;0;;;92676.2;1;6
1958/10/11;Female;Single;5;Medical technical officer;80944.44;Diploma;24;Corporate;Phone;679;25;38654.02;0;;;192354.63;5;5
1967/09/15;Female;Single;0;Biomedical scientist;31106.69;Diploma;22;Retail;Phone;800;7;42277.09;0;;;156975.61;4;9
1960/08/16;Female;Divorced;5;Radiation protection practitioner;42385.19;Bachelor's;17;Corporate;Email;762;27;22922.76;0;;;154695.77;1;1
1976/06/08;Female;Single;5;Geochemist;76217.83;Bachelor's;3;SME;Email;627;8;28155.17;0;;;148455.03;5;3
2004/12/27;Female;Married;0;Health promotion specialist;45593.81;Bachelor's;14;Corporate;Email;348;30;24617.19;0;;;216444.41;5;5
1969/08/31;Male;Divorced;5;Engineer, structural;51258.53;High School;16;Retail;Email;561;9;9431.01;0;;;57269.48;1;1
1978/01/10;Female;Married;5;Surveyor, quantity;82690.72;Master's;1;SME;Email;523;17;12704.46;1;Account Closure;2024/05/04;10044.68;1;5
1992/06/10;Female;Single;4;Contractor;10173.87;Master's;2;Retail;Email;749;22;41726.44;0;;;177436.75;2;1
1972/02/29;Female;Married;1;Nurse, learning disability;83697.74;Bachelor's;10;Corporate;Email;556;22;2199.73;0;;;102866.94;2;8
1974/07/30;Female;Married;3;Textile designer;37761.15;Diploma;9;SME;Email;794;29;13831.02;0;;;31672.08;4;10
1990/09/15;Male;Divorced;2;Estate manager/land agent;40712.42;Bachelor's;12;Corporate;Phone;793;13;44665.23;0;;;128398.33;5;5
1961/05/09;Female;Divorced;3;Gaffer;74241.93;Master's;22;Corporate;Phone;627;15;47596.75;0;;;167362.27;3;8
1999/01/04;Female;Single;3;Engineer, chemical;47224.75;High School;16;Retail;Phone;404;23;4282.57;0;;;218744.12;1;9
1987/08/22;Male;Single;5;International aid/development worker;60823.24;Bachelor's;11;SME;Email;723;24;22519.34;0;;;108666.97;4;4
1956/06/10;Male;Married;4;Psychotherapist, child;65108.59;High School;11;SME;Phone;739;13;49809.63;0;;;249317.79;5;4
1994/07/18;Male;Married;3;Medical sales representative;19648.6;Bachelor's;23;Retail;Email;446;17;26928.93;0;;;160167.71;2;5
1964/09/25;Female;Divorced;0;Community pharmacist;80387.98;Diploma;28;Corporate;Email;637;23;37265.27;0;;;170775.87;3;0
1992/10/04;Male;Single;1;Actuary;36316.33;Master's;9;Corporate;Phone;406;9;1259.98;0;;;95561.36;1;6
1981/10/24;Male;Married;1;Textile designer;28924.35;Bachelor's;7;Corporate;Email;510;26;4173.38;0;;;88607.63;2;10
1994/02/10;Female;Single;2;Holiday representative;80635.8;Diploma;2;SME;Phone;694;21;36103.88;0;;;121669.49;5;0
1969/08/17;Male;Single;4;Arts development officer;9550.5;Bachelor's;14;Retail;Phone;525;13;20757.55;0;;;174073.59;5;2
1981/12/14;Female;Divorced;5;Analytical chemist;17932.42;Diploma;12;Corporate;Phone;409;17;31621.95;1;Service Issues;2024/04/25;26294.75;1;0
1982/08/07;Female;Married;1;Environmental consultant;38617.97;Bachelor's;27;Retail;Phone;467;19;30732.93;0;;;176177.18;3;3
1972/05/11;Female;Married;2;Data scientist;41290.72;High School;6;Corporate;Email;773;5;42759.04;0;;;212428.62;5;0
1989/04/06;Male;Divorced;4;Artist;88460.77;High School;24;Corporate;Email;686;3;43280.96;0;;;31211.36;1;1
1982/09/10;Female;Married;0;Insurance risk surveyor;94074.29;Diploma;21;Retail;Email;835;11;38638.77;0;;;83001.85;3;6
1986/04/07;Female;Married;5;Pharmacist, hospital;8994.99;High School;8;SME;Phone;751;19;15923.75;0;;;197524.61;4;6
2000/05/29;Male;Divorced;2;Building surveyor;36792.76;Master's;25;Corporate;Phone;655;1;1256.07;0;;;76717.68;5;4
2002/08/18;Male;Divorced;4;Television production assistant;45593.75;Diploma;15;SME;Phone;545;22;47172.16;0;;;33327.35;5;0
1961/03/24;Female;Married;0;Multimedia programmer;91268.6;Bachelor's;13;Retail;Phone;745;21;36240.11;0;;;125982.28;1;6
1963/12/25;Male;Divorced;5;Chemical engineer;44050.74;Diploma;29;Retail;Phone;755;20;20268.77;0;;;174569.6;1;10
1962/09/18;Male;Divorced;1;Information officer;60486.74;Bachelor's;1;Corporate;Email;552;27;31824.42;0;;;201964.65;4;2
1993/02/16;Female;Single;1;Stage manager;87635.4;High School;2;Corporate;Email;777;13;28972.07;0;;;207477.32;3;0
1957/11/29;Female;Single;3;Geoscientist;34605.61;Master's;18;SME;Email;410;19;10372.82;0;;;191785.11;3;8
1953/12/14;Female;Divorced;2;Chartered public finance accountant;96899.43;Bachelor's;3;Corporate;Phone;771;27;36988.34;0;;;97667.7;2;5
1972/01/20;Male;Single;1;Chief Marketing Officer;82307.02;Diploma;1;SME;Phone;834;8;24412.53;0;;;67178.86;3;0
2003/07/21;Female;Married;4;Environmental health practitioner;46539.74;Bachelor's;12;SME;Email;306;10;35057.7;0;;;37163.56;5;3
2004/12/04;Male;Single;2;Museum/gallery exhibitions officer;66080.47;High School;11;Retail;Phone;465;3;9325.5;0;;;233898.83;4;4
1953/05/02;Female;Divorced;4;International aid/development worker;61540.23;Bachelor's;9;Corporate;Email;738;10;37756.63;0;;;200632.09;5;9
1992/05/22;Female;Single;2;Designer, blown glass/stained glass;72434.49;Bachelor's;29;Retail;Email;600;6;46080.23;0;;;45443.42;3;8
1967/10/15;Male;Married;4;Armed forces logistics/support/administrative officer;24343.12;High School;24;Retail;Phone;743;18;27275.18;1;Better Offers Elsewhere;2024/01/24;21520.08;4;10
1993/01/21;Male;Divorced;3;Astronomer;50548.4;High School;20;Corporate;Email;830;30;33318.65;1;Account Closure;2024/05/05;14086.52;3;9
1970/05/28;Male;Divorced;4;Government social research officer;21946.0;Master's;19;Retail;Email;584;2;22162.76;0;;;69777.06;3;0
1979/12/13;Male;Divorced;4;Financial planner;44981.66;Bachelor's;26;Corporate;Email;801;6;15567.34;0;;;53459.74;3;8
1980/02/08;Male;Married;3;Oncologist;56466.2;Master's;8;SME;Phone;478;29;19066.34;0;;;178760.96;1;2
1979/04/03;Male;Divorced;4;Adult guidance worker;75967.57;High School;29;Retail;Email;657;7;47976.44;0;;;196308.19;3;6
1986/05/26;Female;Divorced;5;Research officer, political party;35552.6;Bachelor's;30;SME;Email;546;19;30793.76;0;;;78086.19;2;9
1969/07/26;Female;Single;3;Neurosurgeon;76923.81;High School;11;Retail;Email;729;24;20864.32;0;;;185341.69;3;10
1973/04/02;Male;Single;0;Hydrographic surveyor;10970.71;High School;16;SME;Email;657;4;32364.59;0;;;117639.52;1;7
2000/01/18;Female;Married;2;Management consultant;23267.97;Bachelor's;22;Corporate;Phone;830;4;20307.11;0;;;210826.34;4;5
1972/09/25;Female;Divorced;1;Interior and spatial designer;12369.08;Bachelor's;25;Retail;Email;475;3;39564.39;0;;;99016.07;4;4
1975/10/22;Male;Single;3;Haematologist;39913.12;Diploma;29;Corporate;Phone;737;18;33957.96;0;;;99637.6;5;7
1966/12/14;Female;Divorced;5;Education administrator;54588.82;Master's;18;SME;Email;800;15;20268.94;0;;;67249.16;1;7
1998/03/29;Male;Single;4;Ecologist;12816.22;Bachelor's;29;SME;Email;792;17;42506.2;0;;;187388.83;3;8
1964/01/27;Male;Married;5;Designer, television/film set;84428.83;Bachelor's;18;Corporate;Email;642;6;43394.21;0;;;169495.62;1;5
1992/02/19;Female;Married;0;Engineer, materials;99800.46;Master's;30;Corporate;Email;781;26;27372.45;0;;;120962.94;5;0
1976/07/17;Male;Divorced;4;Art therapist;36100.07;Master's;3;Corporate;Phone;407;30;45148.9;0;;;127192.85;1;9
1978/10/03;Male;Divorced;0;Charity officer;5499.48;Diploma;19;Retail;Email;511;30;15773.11;0;;;129692.67;1;8
1951/10/17;Female;Married;4;Licensed conveyancer;91133.88;Bachelor's;19;SME;Phone;742;30;38151.91;0;;;68592.61;4;6
1993/06/09;Female;Single;1;Librarian, public;9743.29;Bachelor's;20;Retail;Phone;469;3;35501.53;0;;;20057.71;4;4
1976/02/04;Female;Single;5;Surveyor, rural practice;16656.48;Master's;6;Corporate;Phone;572;28;48335.25;0;;;161367.88;4;1
1960/06/13;Female;Married;0;Pathologist;32911.83;Master's;16;Corporate;Phone;657;27;43249.44;0;;;122269.41;4;6
1951/11/20;Male;Divorced;4;Tree surgeon;71470.53;High School;7;Corporate;Email;304;17;24996.21;0;;;138411.01;4;4
